,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,response,status,type
0,ROOFTOP,"2928 Rue Saint-Donat, Montréal, QC H1L 5K8, Canada",ChIJzVJzicYdyUwRA1m3Th1HH28,2928 rue st donat H1L5K8 MONTREAL CANADA,45.599326,-73.527496,1,H1L 5K8,"{u'status': u'OK', u'results': [{u'geometry': {u'location': {u'lat': 45.599326, u'lng': -73.527496}, u'viewport': {u'northeast': {u'lat': 45.6006749802915, u'lng': -73.5261470197085}, u'southwest': {u'lat': 45.5979770197085, u'lng': -73.52884498029151}}, u'location_type': u'ROOFTOP'}, u'address_components': [{u'long_name': u'2928', u'types': [u'street_number'], u'short_name': u'2928'}, {u'long_name': u'Rue Saint-Donat', u'types': [u'route'], u'short_name': u'Rue Saint-Donat'}, {u'long_name': u'Mercier-Hochelaga-Maisonneuve', u'types': [u'political', u'sublocality', u'sublocality_level_1'], u'short_name': u'Mercier-Hochelaga-Maisonneuve'}, {u'long_name': u'Montr\xe9al', u'types': [u'locality', u'political'], u'short_name': u'Montr\xe9al'}, {u'long_name': u'Communaut\xe9-Urbaine-de-Montr\xe9al', u'types': [u'administrative_area_level_2', u'political'], u'short_name': u'Communaut\xe9-Urbaine-de-Montr\xe9al'}, {u'long_name': u'Qu\xe9bec', u'types': [u'administrative_area_level_1', u'political'], u'short_name': u'QC'}, {u'long_name': u'Canada', u'types': [u'country', u'political'], u'short_name': u'CA'}, {u'long_name': u'H1L 5K8', u'types': [u'postal_code'], u'short_name': u'H1L 5K8'}], u'place_id': u'ChIJzVJzicYdyUwRA1m3Th1HH28', u'formatted_address': u'2928 Rue Saint-Donat, Montréal, QC H1L 5K8, Canada', u'types': [u'street_address']}]}",OK,street_address
